symbol,timeframe,timestamp,open,high,low,close,volume,spread,complete
XAUUSDm,M15,2025-01-09T16:15:00Z,2629.87762,2630.39153,2629.67475,2630.09473,2760.00,0.19667,true
XAUUSDm,M15,2025-01-09T16:30:00Z,2630.09473,2630.69288,2629.87527,2630.43621,3093.00,0.20000,true
XAUUSDm,M15,2025-01-09T16:45:00Z,2630.43621,2631.12466,2630.20121,2630.86475,3426.00,0.20333,true
XAUUSDm,M15,2025-01-09T17:00:00Z,2630.86475,2631.56323,2630.61696,2631.30911,2259.00,0.20667,true
XAUUSDm,M15,2025-01-09T17:15:00Z,2631.30911,2631.92816,2631.05268,2631.68781,2592.00,0.18667,true
XAUUSDm,M15,2025-01-09T17:30:00Z,2631.68781,2632.15768,2631.42786,2631.93659,2925.00,0.21333,true
XAUUSDm,M15,2025-01-09T17:45:00Z,2631.93659,2632.22972,2631.67862,2632.02989,3258.00,0.19333,true
XAUUSDm,M15,2025-01-09T18:00:00Z,2632.02989,2632.22286,2631.62321,2631.98901,3091.00,0.19667,true
XAUUSDm,M15,2025-01-09T18:15:00Z,2631.98901,2632.16398,2631.64468,2631.87396,2424.00,0.20000,true
XAUUSDm,M15,2025-01-09T18:30:00Z,2631.87396,2632.03727,2631.54896,2631.76208,2757.00,0.20333,true
XAUUSDm,M15,2025-01-09T18:45:00Z,2631.76208,2631.92217,2631.52163,2631.72067,3090.00,0.20667,true
XAUUSDm,M15,2025-01-09T19:00:00Z,2631.72067,2631.95772,2631.52931,2631.78337,3423.00,0.18667,true
XAUUSDm,M15,2025-01-09T19:15:00Z,2631.78337,2632.13061,2631.60616,2631.93848,2256.00,0.21333,true
XAUUSDm,M15,2025-01-09T19:30:00Z,2631.93848,2632.34640,2631.77181,2632.13324,2589.00,0.19333,true
XAUUSDm,M15,2025-01-09T19:45:00Z,2632.13324,2632.52636,2631.97235,2632.29275,2922.00,0.19667,true
XAUUSDm,M15,2025-01-09T20:00:00Z,2632.29275,2632.59645,2632.13223,2632.34666,3255.00,0.20000,true
XAUUSDm,M15,2025-01-09T20:15:00Z,2632.34666,2632.60035,2632.08276,2632.25452,3088.00,0.20333,true
XAUUSDm,M15,2025-01-09T20:30:00Z,2632.25452,2632.51436,2631.83640,2632.02080,2421.00,0.20667,true
XAUUSDm,M15,2025-01-09T20:45:00Z,2632.02080,2632.46132,2631.49448,2631.69435,2754.00,0.18667,true
XAUUSDm,M15,2025-01-09T21:00:00Z,2631.69435,2631.93996,2631.13597,2631.35242,3087.00,0.21333,true
XAUUSDm,M15,2025-01-09T21:15:00Z,2631.35242,2631.58022,2630.84258,2631.07489,3420.00,0.19333,true
XAUUSDm,M15,2025-01-09T21:30:00Z,2631.07489,2631.28167,2630.67192,2630.91764,2253.00,0.19667,true
XAUUSDm,M15,2025-01-09T21:45:00Z,2630.91764,2631.10398,2630.63311,2630.89429,2586.00,0.20000,true
XAUUSDm,M15,2025-01-09T22:00:00Z,2630.89429,2631.13600,2630.49300,2630.97273,2919.00,0.20333,true
XAUUSDm,M15,2025-01-09T22:15:00Z,2630.97273,2631.24773,2630.71273,2631.08762,3252.00,0.20667,true
XAUUSDm,M15,2025-01-09T22:30:00Z,2631.08762,2631.33041,2630.83043,2631.16444,3085.00,0.18667,true
XAUUSDm,M15,2025-01-09T22:45:00Z,2631.16444,2631.34526,2630.90524,2631.14664,2418.00,0.21333,true
XAUUSDm,M15,2025-01-09T23:00:00Z,2631.14664,2631.33242,2630.78955,2631.01649,2751.00,0.19333,true
XAUUSDm,M15,2025-01-09T23:15:00Z,2631.01649,2631.22263,2630.59156,2630.80218,3084.00,0.19667,true
XAUUSDm,M15,2025-01-09T23:30:00Z,2630.80218,2631.02939,2630.37456,2630.56878,3417.00,0.20000,true
XAUUSDm,M15,2025-01-09T23:45:00Z,2630.56878,2630.81395,2630.21661,2630.39618,2250.00,0.20333,true
XAUUSDm,M15,2025-01-10T00:00:00Z,2630.39618,2630.65294,2630.17781,2630.35161,2583.00,0.20667,true
XAUUSDm,M15,2025-01-10T00:15:00Z,2630.35161,2630.72346,2630.18615,2630.46653,2916.00,0.18667,true
XAUUSDm,M15,2025-01-10T00:30:00Z,2630.46653,2630.97122,2630.30605,2630.72570,3249.00,0.21333,true
XAUUSDm,M15,2025-01-10T00:45:00Z,2630.72570,2631.30018,2630.56475,2631.07249,3082.00,0.19333,true
XAUUSDm,M15,2025-01-10T01:00:00Z,2631.07249,2631.84155,2630.90568,2631.42841,2415.00,0.19667,true
XAUUSDm,M15,2025-01-10T01:15:00Z,2631.42841,2631.90632,2631.25098,2631.72010,2748.00,0.20000,true
XAUUSDm,M15,2025-01-10T01:30:00Z,2631.72010,2632.07445,2631.52846,2631.90435,3081.00,0.20333,true
XAUUSDm,M15,2025-01-10T01:45:00Z,2631.90435,2632.14368,2631.60333,2631.98250,3414.00,0.20667,true
XAUUSDm,M15,2025-01-10T02:00:00Z,2631.98250,2632.16012,2631.75817,2631.99902,2247.00,0.18667,true
XAUUSDm,M15,2025-01-10T02:15:00Z,2631.99902,2632.19488,2631.75930,2632.02501,2580.00,0.21333,true
XAUUSDm,M15,2025-01-10T02:30:00Z,2632.02501,2632.31810,2631.77413,2632.13221,2913.00,0.19333,true
XAUUSDm,M15,2025-01-10T02:45:00Z,2632.13221,2632.57305,2631.87416,2632.36677,3246.00,0.19667,true
XAUUSDm,M15,2025-01-10T03:00:00Z,2632.36677,2632.95918,2632.10684,2632.73185,3079.00,0.20000,true
XAUUSDm,M15,2025-01-10T03:15:00Z,2632.73185,2633.43050,2632.47554,2633.18524,2412.00,0.20333,true
XAUUSDm,M15,2025-01-10T03:30:00Z,2633.18524,2633.90963,2632.93765,2633.65283,2745.00,0.20667,true
XAUUSDm,M15,2025-01-10T03:45:00Z,2633.65283,2634.31307,2633.41808,2634.05319,3078.00,0.18667,true
XAUUSDm,M15,2025-01-10T04:00:00Z,2634.05319,2634.57879,2633.83402,2634.32485,3411.00,0.21333,true
XAUUSDm,M15,2025-01-10T04:15:00Z,2634.32485,2634.68662,2634.12227,2634.44657,2244.00,0.19333,true
XAUUSDm,M15,2025-01-10T04:30:00Z,2634.44657,2634.69104,2634.25976,2634.44376,2577.00,0.19667,true
XAUUSDm,M15,2025-01-10T04:45:00Z,2634.44376,2634.65742,2634.21168,2634.37862,2910.00,0.20000,true
XAUUSDm,M15,2025-01-10T05:00:00Z,2634.37862,2634.57122,2634.16664,2634.32763,3243.00,0.20333,true
XAUUSDm,M15,2025-01-10T05:15:00Z,2634.32763,2634.52037,2634.16542,2634.35422,3076.00,0.20667,true
XAUUSDm,M15,2025-01-10T05:30:00Z,2634.35422,2634.73576,2634.19273,2634.48608,2409.00,0.18667,true
XAUUSDm,M15,2025-01-10T05:45:00Z,2634.48608,2634.86834,2634.23618,2634.70520,2742.00,0.21333,true
XAUUSDm,M15,2025-01-10T06:00:00Z,2634.70520,2635.12867,2634.52583,2634.95406,3075.00,0.19333,true
XAUUSDm,M15,2025-01-10T06:15:00Z,2634.95406,2635.34825,2634.76007,2635.15576,3408.00,0.19667,true
XAUUSDm,M15,2025-01-10T06:30:00Z,2635.15576,2635.45466,2634.94539,2635.24113,2241.00,0.20000,true
XAUUSDm,M15,2025-01-10T06:45:00Z,2635.24113,2635.46354,2634.93663,2635.17332,2574.00,0.20333,true
XAUUSDm,M15,2025-01-10T07:00:00Z,2635.17332,2635.41327,2634.71222,2634.96127,2907.00,0.20667,true
XAUUSDm,M15,2025-01-10T07:15:00Z,2634.96127,2635.21515,2634.40021,2634.65732,3240.00,0.18667,true
XAUUSDm,M15,2025-01-10T07:30:00Z,2634.65732,2634.91720,2634.07985,2634.33984,3073.00,0.21333,true
XAUUSDm,M15,2025-01-10T07:45:00Z,2634.33984,2634.59669,2633.82947,2634.08685,2406.00,0.19333,true
XAUUSDm,M15,2025-01-10T08:00:00Z,2634.08685,2634.33219,2633.70034,2633.94987,2739.00,0.19667,true
XAUUSDm,M15,2025-01-10T08:15:00Z,2633.94987,2634.17732,2633.68689,2633.93717,3072.00,0.20000,true
XAUUSDm,M15,2025-01-10T08:30:00Z,2633.93717,2634.20458,2633.70464,2634.01209,3405.00,0.20333,true
XAUUSDm,M15,2025-01-10T08:45:00Z,2634.01209,2634.28176,2633.79540,2634.10715,2238.00,0.20667,true
XAUUSDm,M15,2025-01-10T09:00:00Z,2634.10715,2634.31204,2633.90704,2634.14891,2571.00,0.18667,true
XAUUSDm,M15,2025-01-10T09:15:00Z,2634.14891,2634.31004,2633.90915,2634.08490,2904.00,0.21333,true
XAUUSDm,M15,2025-01-10T09:30:00Z,2634.08490,2634.24606,2633.73744,2633.90316,3237.00,0.19333,true
XAUUSDm,M15,2025-01-10T09:45:00Z,2633.90316,2634.07317,2633.47700,2633.63756,3070.00,0.19667,true
XAUUSDm,M15,2025-01-10T10:00:00Z,2633.63756,2633.99622,2633.19620,2633.35704,2403.00,0.20000,true
XAUUSDm,M15,2025-01-10T10:15:00Z,2633.35704,2633.56357,2632.97592,2633.14246,2736.00,0.20333,true
XAUUSDm,M15,2025-01-10T10:30:00Z,2633.14246,2633.37003,2632.88208,2633.05911,3069.00,0.20667,true
XAUUSDm,M15,2025-01-10T10:45:00Z,2633.05911,2633.38854,2632.87771,2633.13460,3402.00,0.18667,true
XAUUSDm,M15,2025-01-10T11:00:00Z,2633.13460,2633.60956,2632.93822,2633.34968,2235.00,0.21333,true
XAUUSDm,M15,2025-01-10T11:15:00Z,2633.34968,2633.90204,2633.13680,2633.64523,2568.00,0.19333,true
XAUUSDm,M15,2025-01-10T11:30:00Z,2633.64523,2634.18836,2633.41619,2633.94311,2901.00,0.19667,true
XAUUSDm,M15,2025-01-10T11:45:00Z,2633.94311,2634.40063,2633.69998,2634.17330,3234.00,0.20000,true
XAUUSDm,M15,2025-01-10T12:00:00Z,2634.17330,2634.50447,2633.91974,2634.29820,3067.00,0.20333,true
XAUUSDm,M15,2025-01-10T12:15:00Z,2634.29820,2634.51717,2634.03901,2634.32529,2400.00,0.20667,true
XAUUSDm,M15,2025-01-10T12:30:00Z,2634.32529,2634.50519,2634.04742,2634.30393,2733.00,0.18667,true
XAUUSDm,M15,2025-01-10T12:45:00Z,2634.30393,2634.46996,2634.04432,2634.30739,3066.00,0.21333,true
XAUUSDm,M15,2025-01-10T13:00:00Z,2634.30739,2634.56754,2634.06329,2634.40635,3399.00,0.19333,true
XAUUSDm,M15,2025-01-10T13:15:00Z,2634.40635,2634.81327,2634.17608,2634.64317,2232.00,0.19667,true
XAUUSDm,M15,2025-01-10T13:30:00Z,2634.64317,2635.20224,2634.42837,2635.01602,2565.00,0.20000,true
XAUUSDm,M15,2025-01-10T13:45:00Z,2635.01602,2635.68493,2634.81836,2635.47827,2898.00,0.20333,true
XAUUSDm,M5,2025-01-06T00:00:00Z,2630.00000,2630.37400,2629.59600,2630.02000,700.00,0.17000,true
XAUUSDm,M5,2025-01-06T00:05:00Z,2630.02000,2630.39687,2629.76031,2630.17976,737.00,0.21000,true
XAUUSDm,M5,2025-01-06T00:10:00Z,2630.17976,2630.56045,2629.92099,2630.33636,774.00,0.18000,true
XAUUSDm,M5,2025-01-06T00:15:00Z,2630.33636,2630.71754,2630.07911,2630.48677,811.00,0.22000,true
XAUUSDm,M5,2025-01-06T00:20:00Z,2630.48677,2630.86523,2630.23162,2630.62819,848.00,0.19000,true
XAUUSDm,M5,2025-01-06T00:25:00Z,2630.62819,2631.00091,2630.37571,2630.75816,885.00,0.23000,true
XAUUSDm,M5,2025-01-06T00:30:00Z,2630.75816,2631.12246,2630.50886,2630.87466,922.00,0.20000,true
XAUUSDm,M5,2025-01-06T00:35:00Z,2630.87466,2631.22826,2630.62904,2630.97618,959.00,0.17000,true
XAUUSDm,M5,2025-01-06T00:40:00Z,2630.97618,2631.31727,2630.73467,2631.06177,996.00,0.21000,true
XAUUSDm,M5,2025-01-06T00:45:00Z,2631.06177,2631.38907,2630.82476,2631.13108,1033.00,0.18000,true
XAUUSDm,M5,2025-01-06T00:50:00Z,2631.13108,2631.44386,2630.89890,2631.18437,1070.00,0.22000,true
XAUUSDm,M5,2025-01-06T00:55:00Z,2631.18437,2631.48248,2630.95729,2631.22248,1107.00,0.19000,true
XAUUSDm,M5,2025-01-06T01:00:00Z,2631.22248,2631.50629,2631.00071,2631.24680,1144.00,0.23000,true
XAUUSDm,M5,2025-01-06T01:05:00Z,2631.24680,2631.51721,2631.03050,2631.25924,1181.00,0.20000,true
XAUUSDm,M5,2025-01-06T01:10:00Z,2631.25924,2631.51756,2631.04848,2631.26209,718.00,0.17000,true
XAUUSDm,M5,2025-01-06T01:15:00Z,2631.26209,2631.51413,2631.05277,2631.25798,755.00,0.21000,true
XAUUSDm,M5,2025-01-06T01:20:00Z,2631.25798,2631.50574,2631.05000,2631.24972,792.00,0.18000,true
XAUUSDm,M5,2025-01-06T01:25:00Z,2631.24972,2631.49243,2631.04588,2631.24024,829.00,0.22000,true
XAUUSDm,M5,2025-01-06T01:30:00Z,2631.24024,2631.47723,2631.04322,2631.23241,866.00,0.19000,true
XAUUSDm,M5,2025-01-06T01:35:00Z,2631.23241,2631.46313,2631.04469,2631.22897,903.00,0.23000,true
XAUUSDm,M5,2025-01-06T01:40:00Z,2631.22897,2631.45642,2631.04929,2631.23239,940.00,0.20000,true
XAUUSDm,M5,2025-01-06T01:45:00Z,2631.23239,2631.46184,2631.05693,2631.24479,977.00,0.17000,true
XAUUSDm,M5,2025-01-06T01:50:00Z,2631.24479,2631.47775,2631.07312,2631.26781,1014.00,0.21000,true
XAUUSDm,M5,2025-01-06T01:55:00Z,2631.26781,2631.50542,2631.09947,2631.30260,1051.00,0.18000,true
XAUUSDm,M5,2025-01-06T02:00:00Z,2631.30260,2631.54557,2631.13706,2631.34972,1088.00,0.22000,true
XAUUSDm,M5,2025-01-06T02:05:00Z,2631.34972,2631.59831,2631.18645,2631.40915,1125.00,0.19000,true
XAUUSDm,M5,2025-01-06T02:10:00Z,2631.40915,2631.66316,2631.24756,2631.48026,1162.00,0.23000,true
XAUUSDm,M5,2025-01-06T02:15:00Z,2631.48026,2631.73906,2631.31976,2631.56186,1199.00,0.20000,true
XAUUSDm,M5,2025-01-06T02:20:00Z,2631.56186,2631.82439,2631.40184,2631.65223,736.00,0.17000,true
XAUUSDm,M5,2025-01-06T02:25:00Z,2631.65223,2631.91709,2631.49207,2631.74920,773.00,0.21000,true
XAUUSDm,M5,2025-01-06T02:30:00Z,2631.74920,2632.01467,2631.58828,2631.85019,810.00,0.18000,true
XAUUSDm,M5,2025-01-06T02:35:00Z,2631.85019,2632.11439,2631.68792,2631.95239,847.00,0.22000,true
XAUUSDm,M5,2025-01-06T02:40:00Z,2631.95239,2632.21329,2631.78817,2632.05280,884.00,0.19000,true
XAUUSDm,M5,2025-01-06T02:45:00Z,2632.05280,2632.30839,2631.88606,2632.14839,921.00,0.23000,true
XAUUSDm,M5,2025-01-06T02:50:00Z,2632.14839,2632.39671,2631.97860,2632.23619,958.00,0.20000,true
XAUUSDm,M5,2025-01-06T02:55:00Z,2632.23619,2632.47551,2632.06287,2632.31346,995.00,0.17000,true
XAUUSDm,M5,2025-01-06T03:00:00Z,2632.31346,2632.54228,2632.13614,2632.37772,1032.00,0.21000,true
XAUUSDm,M5,2025-01-06T03:05:00Z,2632.37772,2632.59493,2632.19600,2632.42693,1069.00,0.18000,true
XAUUSDm,M5,2025-01-06T03:10:00Z,2632.42693,2632.63181,2632.24047,2632.45952,1106.00,0.22000,true
XAUUSDm,M5,2025-01-06T03:15:00Z,2632.45952,2632.65182,2632.26803,2632.47448,1143.00,0.19000,true
XAUUSDm,M5,2025-01-06T03:20:00Z,2632.47448,2632.65754,2632.27461,2632.47137,1180.00,0.23000,true
XAUUSDm,M5,2025-01-06T03:25:00Z,2632.47137,2632.66070,2632.24819,2632.45038,717.00,0.20000,true
XAUUSDm,M5,2025-01-06T03:30:00Z,2632.45038,2632.64641,2632.20458,2632.41230,754.00,0.17000,true
XAUUSDm,M5,2025-01-06T03:35:00Z,2632.41230,2632.61531,2632.14522,2632.35849,791.00,0.21000,true
XAUUSDm,M5,2025-01-06T03:40:00Z,2632.35849,2632.56862,2632.07205,2632.29083,828.00,0.18000,true
XAUUSDm,M5,2025-01-06T03:45:00Z,2632.29083,2632.50808,2631.98748,2632.21167,865.00,0.22000,true
XAUUSDm,M5,2025-01-06T03:50:00Z,2632.21167,2632.43588,2631.89427,2632.12369,902.00,0.19000,true
XAUUSDm,M5,2025-01-06T03:55:00Z,2632.12369,2632.35458,2631.62650,2632.02983,939.00,0.23000,true
XAUUSDm,M5,2025-01-06T04:00:00Z,2632.02983,2632.26698,2631.69411,2631.93320,976.00,0.20000,true
XAUUSDm,M5,2025-01-06T04:05:00Z,2631.93320,2632.17605,2631.59348,2631.83690,1013.00,0.17000,true
XAUUSDm,M5,2025-01-06T04:10:00Z,2631.83690,2632.08479,2631.49660,2631.74394,1050.00,0.21000,true
XAUUSDm,M5,2025-01-06T04:15:00Z,2631.74394,2631.99608,2631.40632,2631.65711,1087.00,0.18000,true
XAUUSDm,M5,2025-01-06T04:20:00Z,2631.65711,2631.91266,2631.32513,2631.57888,1124.00,0.22000,true
XAUUSDm,M5,2025-01-06T04:25:00Z,2631.57888,2631.98090,2631.25514,2631.51131,1161.00,0.19000,true
XAUUSDm,M5,2025-01-06T04:30:00Z,2631.51131,2631.77082,2631.19793,2631.45593,1198.00,0.23000,true
XAUUSDm,M5,2025-01-06T04:35:00Z,2631.45593,2631.71593,2631.15451,2631.41377,735.00,0.20000,true
XAUUSDm,M5,2025-01-06T04:40:00Z,2631.41377,2631.67324,2631.12532,2631.38523,772.00,0.17000,true
XAUUSDm,M5,2025-01-06T04:45:00Z,2631.38523,2631.64316,2631.11019,2631.37012,809.00,0.21000,true
XAUUSDm,M5,2025-01-06T04:50:00Z,2631.37012,2631.62554,2631.10833,2631.36768,846.00,0.18000,true
XAUUSDm,M5,2025-01-06T04:55:00Z,2631.36768,2631.62853,2631.10952,2631.37656,883.00,0.22000,true
XAUUSDm,M5,2025-01-06T05:00:00Z,2631.37656,2631.64263,2631.12019,2631.39495,920.00,0.19000,true
XAUUSDm,M5,2025-01-06T05:05:00Z,2631.39495,2631.66322,2631.14094,2631.42061,957.00,0.23000,true
XAUUSDm,M5,2025-01-06T05:10:00Z,2631.42061,2631.68787,2631.16951,2631.45098,994.00,0.20000,true
XAUUSDm,M5,2025-01-06T05:15:00Z,2631.45098,2631.71389,2631.20329,2631.48329,1031.00,0.17000,true
XAUUSDm,M5,2025-01-06T05:20:00Z,2631.48329,2631.73856,2631.23947,2631.51465,1068.00,0.21000,true
XAUUSDm,M5,2025-01-06T05:25:00Z,2631.51465,2631.75915,2631.27512,2631.54222,1105.00,0.18000,true
XAUUSDm,M5,2025-01-06T05:30:00Z,2631.54222,2631.77309,2631.30735,2631.56328,1142.00,0.22000,true
XAUUSDm,M5,2025-01-06T05:35:00Z,2631.56328,2631.77807,2631.33337,2631.57538,1179.00,0.19000,true
XAUUSDm,M5,2025-01-06T05:40:00Z,2631.57538,2631.77213,2631.35068,2631.57641,716.00,0.23000,true
XAUUSDm,M5,2025-01-06T05:45:00Z,2631.57641,2631.76545,2631.34540,2631.56471,753.00,0.20000,true
XAUUSDm,M5,2025-01-06T05:50:00Z,2631.56471,2631.74751,2631.32536,2631.53916,790.00,0.17000,true
XAUUSDm,M5,2025-01-06T05:55:00Z,2631.53916,2631.71627,2631.29094,2631.49919,827.00,0.21000,true
XAUUSDm,M5,2025-01-06T06:00:00Z,2631.49919,2631.67127,2631.24210,2631.44482,864.00,0.18000,true
XAUUSDm,M5,2025-01-06T06:05:00Z,2631.44482,2631.61265,2631.17941,2631.37670,901.00,0.22000,true
XAUUSDm,M5,2025-01-06T06:10:00Z,2631.37670,2631.54113,2631.10401,2631.29602,938.00,0.19000,true
XAUUSDm,M5,2025-01-06T06:15:00Z,2631.29602,2631.45798,2631.01760,2631.20454,975.00,0.23000,true
XAUUSDm,M5,2025-01-06T06:20:00Z,2631.20454,2631.36501,2630.92232,2631.10448,1012.00,0.20000,true
XAUUSDm,M5,2025-01-06T06:25:00Z,2631.10448,2631.26448,2630.82073,2630.99846,1049.00,0.17000,true
XAUUSDm,M5,2025-01-06T06:30:00Z,2630.99846,2631.15900,2630.71569,2630.88938,1086.00,0.21000,true
XAUUSDm,M5,2025-01-06T06:35:00Z,2630.88938,2631.05147,2630.61023,2630.78034,1123.00,0.18000,true
XAUUSDm,M5,2025-01-06T06:40:00Z,2630.78034,2630.94495,2630.50745,2630.67446,1160.00,0.22000,true
XAUUSDm,M5,2025-01-06T06:45:00Z,2630.67446,2630.84252,2630.41039,2630.57484,1197.00,0.19000,true
XAUUSDm,M5,2025-01-06T06:50:00Z,2630.57484,2630.74720,2630.32194,2630.48438,734.00,0.23000,true
XAUUSDm,M5,2025-01-06T06:55:00Z,2630.48438,2630.66182,2630.24468,2630.40571,771.00,0.20000,true
XAUUSDm,M5,2025-01-06T07:00:00Z,2630.40571,2630.58888,2630.18083,2630.34104,808.00,0.17000,true
XAUUSDm,M5,2025-01-06T07:05:00Z,2630.34104,2630.53049,2630.13213,2630.29214,845.00,0.21000,true
XAUUSDm,M5,2025-01-06T07:10:00Z,2630.29214,2630.48829,2630.09978,2630.26021,882.00,0.18000,true
XAUUSDm,M5,2025-01-06T07:15:00Z,2630.26021,2630.46334,2630.08443,2630.24588,919.00,0.22000,true
XAUUSDm,M5,2025-01-06T07:20:00Z,2630.24588,2630.45942,2630.08280,2630.24917,956.00,0.19000,true
XAUUSDm,M5,2025-01-06T07:25:00Z,2630.24917,2630.48685,2630.08388,2630.26948,993.00,0.23000,true
XAUUSDm,M5,2025-01-06T07:30:00Z,2630.26948,2630.52999,2630.10144,2630.30566,1030.00,0.20000,true
XAUUSDm,M5,2025-01-06T07:35:00Z,2630.30566,2630.58700,2630.13434,2630.35599,1067.00,0.17000,true
XAUUSDm,M5,2025-01-06T07:40:00Z,2630.35599,2630.65559,2630.18092,2630.41834,1104.00,0.21000,true
XAUUSDm,M5,2025-01-06T07:45:00Z,2630.41834,2630.73310,2630.23908,2630.49016,1141.00,0.18000,true
XAUUSDm,M5,2025-01-06T07:50:00Z,2630.49016,2630.81662,2630.16234,2630.56866,1178.00,0.22000,true
XAUUSDm,M5,2025-01-06T07:55:00Z,2630.56866,2630.90310,2630.37996,2630.65089,715.00,0.19000,true
XAUUSDm,M5,2025-01-06T08:00:00Z,2630.65089,2630.98945,2630.45704,2630.73385,752.00,0.23000,true
XAUUSDm,M5,2025-01-06T08:05:00Z,2630.73385,2631.07269,2630.53465,2630.81464,789.00,0.20000,true
XAUUSDm,M5,2025-01-06T08:10:00Z,2630.81464,2631.15009,2630.60997,2630.89056,826.00,0.17000,true
XAUUSDm,M5,2025-01-06T08:15:00Z,2630.89056,2631.21920,2630.68034,2630.95920,863.00,0.21000,true
XAUUSDm,M5,2025-01-06T08:20:00Z,2630.95920,2631.27802,2630.74343,2631.01857,900.00,0.18000,true
XAUUSDm,M5,2025-01-06T08:25:00Z,2631.01857,2631.32507,2630.79734,2631.06718,937.00,0.22000,true
XAUUSDm,M5,2025-01-06T08:30:00Z,2631.06718,2631.35940,2630.84061,2631.10404,974.00,0.19000,true
XAUUSDm,M5,2025-01-06T08:35:00Z,2631.10404,2631.38069,2630.87234,2631.12879,1011.00,0.23000,true
XAUUSDm,M5,2025-01-06T08:40:00Z,2631.12879,2631.38922,2630.89223,2631.14163,1048.00,0.20000,true
XAUUSDm,M5,2025-01-06T08:45:00Z,2631.14163,2631.38590,2630.90054,2631.14338,1085.00,0.17000,true
XAUUSDm,M5,2025-01-06T08:50:00Z,2631.14338,2631.52416,2630.89015,2631.13539,1122.00,0.21000,true
XAUUSDm,M5,2025-01-06T08:55:00Z,2631.13539,2631.36588,2630.87056,2631.11951,1159.00,0.18000,true
XAUUSDm,M5,2025-01-06T09:00:00Z,2631.11951,2631.34330,2630.84584,2631.09804,1196.00,0.22000,true
XAUUSDm,M5,2025-01-06T09:05:00Z,2631.09804,2631.31484,2630.81865,2631.07356,733.00,0.19000,true
XAUUSDm,M5,2025-01-06T09:10:00Z,2631.07356,2631.28325,2630.79186,2631.04893,770.00,0.23000,true
XAUUSDm,M5,2025-01-06T09:15:00Z,2631.04893,2631.25150,2630.76843,2631.02707,807.00,0.20000,true
XAUUSDm,M5,2025-01-06T09:20:00Z,2631.02707,2631.22268,2630.75131,2631.01093,844.00,0.17000,true
XAUUSDm,M5,2025-01-06T09:25:00Z,2631.01093,2631.19987,2630.74331,2631.00331,881.00,0.21000,true
XAUUSDm,M5,2025-01-06T09:30:00Z,2631.00331,2631.18944,2630.74356,2631.00674,918.00,0.18000,true
XAUUSDm,M5,2025-01-06T09:35:00Z,2631.00674,2631.20046,2630.74786,2631.02345,955.00,0.22000,true
XAUUSDm,M5,2025-01-06T09:40:00Z,2631.02345,2631.22718,2630.76603,2631.05519,992.00,0.19000,true
XAUUSDm,M5,2025-01-06T09:45:00Z,2631.05519,2631.27096,2630.79981,2631.10320,1029.00,0.23000,true
XAUUSDm,M5,2025-01-06T09:50:00Z,2631.10320,2631.33254,2630.85044,2631.16816,1066.00,0.20000,true
XAUUSDm,M5,2025-01-06T09:55:00Z,2631.16816,2631.41208,2630.91854,2631.25015,1103.00,0.17000,true
XAUUSDm,M5,2025-01-06T10:00:00Z,2631.25015,2631.50909,2631.00415,2631.34863,1140.00,0.21000,true
XAUUSDm,M5,2025-01-06T10:05:00Z,2631.34863,2631.62248,2631.10670,2631.46247,1177.00,0.18000,true
XAUUSDm,M5,2025-01-06T10:10:00Z,2631.46247,2631.75057,2631.22501,2631.59001,714.00,0.22000,true
XAUUSDm,M5,2025-01-06T10:15:00Z,2631.59001,2631.89121,2631.35735,2631.72908,751.00,0.19000,true
XAUUSDm,M5,2025-01-06T10:20:00Z,2631.72908,2632.04178,2631.50150,2631.87711,788.00,0.23000,true
XAUUSDm,M5,2025-01-06T10:25:00Z,2631.87711,2632.19935,2631.65483,2632.03122,825.00,0.20000,true
XAUUSDm,M5,2025-01-06T10:30:00Z,2632.03122,2632.36078,2631.81438,2632.18833,862.00,0.17000,true
XAUUSDm,M5,2025-01-06T10:35:00Z,2632.18833,2632.52281,2631.97703,2632.34527,899.00,0.21000,true
XAUUSDm,M5,2025-01-06T10:40:00Z,2632.34527,2632.68221,2632.13952,2632.49893,936.00,0.18000,true
XAUUSDm,M5,2025-01-06T10:45:00Z,2632.49893,2632.83590,2632.29868,2632.64634,973.00,0.22000,true
XAUUSDm,M5,2025-01-06T10:50:00Z,2632.64634,2632.98107,2632.45146,2632.78479,1010.00,0.19000,true
XAUUSDm,M5,2025-01-06T10:55:00Z,2632.78479,2633.11524,2632.59511,2632.91198,1047.00,0.23000,true
XAUUSDm,M5,2025-01-06T11:00:00Z,2632.91198,2633.23642,2632.72724,2633.02604,1084.00,0.20000,true
XAUUSDm,M5,2025-01-06T11:05:00Z,2633.02604,2633.34313,2632.84593,2633.12564,1121.00,0.17000,true
XAUUSDm,M5,2025-01-06T11:10:00Z,2633.12564,2633.43446,2632.94978,2633.21001,1158.00,0.21000,true
XAUUSDm,M5,2025-01-06T11:15:00Z,2633.21001,2633.51013,2633.03799,2633.27900,1195.00,0.18000,true
XAUUSDm,M5,2025-01-06T11:20:00Z,2633.27900,2633.57043,2633.11036,2633.33307,732.00,0.22000,true
XAUUSDm,M5,2025-01-06T11:25:00Z,2633.33307,2633.61626,2633.16728,2633.37322,769.00,0.19000,true
XAUUSDm,M5,2025-01-06T11:30:00Z,2633.37322,2633.64907,2633.20975,2633.40103,806.00,0.23000,true
